GPSTime, DeviceTime, Longitude,Latitude,GPSSpeed(Meters/second),HorizontalDilutionofPrecision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),EngineRPM(rpm),EngineLoad(%),Speed(OBD)(km/h),ThrottlePosition(Manifold)(%),KilometersPerLitre(Instant)(kpl),GPSAltitude(m)
Tue May 28 08:37:39 GMT+02:00 2019,37:38.8,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,-0.054656982,-0.35762024,8.946487,-0.001646928,2402.25,50.58823776,77,22.74509811,7.817197323,258.5739746
Tue May 28 08:37:39 GMT+02:00 2019,37:38.9,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,0.25419617,-0.5539551,9.446884,-0.016012728,2402.25,50.58823776,77,22.74509811,7.817197323,258.5739746
Tue May 28 08:37:39 GMT+02:00 2019,37:39.0,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,0.32843018,-0.43185425,9.173935,0.006183651,2438,50.58823776,77,22.74509811,7.817197323,258.5739746
Tue May 28 08:37:40 GMT+02:00 2019,37:39.1,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,-0.042678833,-0.51564026,9.619263,0.004222055,2438,50.58823776,77,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:39.2,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,0.17997742,-0.5683136,9.887405,0.006309059,2438,50.58823776,77,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:39.3,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,0.002807617,-0.55155945,10.208237,0.06111282,2438,50.58823776,78,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:39.4,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,-0.38026428,-0.7526703,9.149994,0.004843341,2438,50.58823776,78,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:39.5,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,-0.60292053,-0.41748047,9.765305,-0.007166922,2438,50.58823776,78,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:39.6,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,-0.004364014,-0.6161957,10.509903,0.092185676,2438,83.52941132,78,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:39.7,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,-0.052261353,-0.7909851,9.738968,0.015042365,2438,83.52941132,78,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:39.8,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,0.09379578,-0.66407776,10.936066,0.03463629,2438,83.52941132,78,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:39.9,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,-0.15042114,-0.5276184,9.506729,0.021899035,2438,83.52941132,78,22.74509811,7.817197323,258.5966797
Tue May 28 08:37:40 GMT+02:00 2019,37:40.0,11.16727048,43.41045222,22.01,7.504,258.5966797,115.7,-0.19111633,-0.5419769,10.148376,0.05515033,2438,83.52941132,78,30.19607925,7.817197323,258.5966797
Tue May 28 08:37:41 GMT+02:00 2019,37:40.1,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,-0.3658905,-0.62338257,10.131622,-0.010753294,2438,83.52941132,78,30.19607925,7.817197323,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:40.2,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,-0.15759277,-0.5539551,10.414139,-0.002620332,2438,83.52941132,78,30.19607925,7.817197323,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:40.3,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,-0.14802551,-0.58029175,10.031067,0.043355525,2438,83.52941132,78,30.19607925,7.802601814,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:40.4,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,-0.13365173,-0.64971924,10.076553,0.04839474,2438,83.52941132,78,30.19607925,7.802601814,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:40.5,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,-0.11929321,-0.5707092,9.497162,0.025860623,2438,83.52941132,78,30.19607925,7.802601814,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:40.6,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,-0.057037354,-0.6736603,9.600113,0.00870694,2534.5,83.52941132,78,30.19607925,7.802601814,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:40.7,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,-0.16477966,-0.5276184,9.473221,-0.013687789,2534.5,83.52941132,78,30.19607925,7.802601814,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:40.8,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,0.09140015,-0.63775635,10.129227,0.006116211,2534.5,83.52941132,78,30.19607925,7.802601814,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:40.9,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,-0.08097839,-0.60183716,9.308014,-0.005216714,2534.5,83.52941132,81,30.19607925,7.802601814,258.7658691
Tue May 28 08:37:41 GMT+02:00 2019,37:41.0,11.16751595,43.41039063,21.46,7.504,258.7658691,112.8,0.29490662,-0.56591797,10.00473,-0.002126214,2534.5,83.52941132,81,30.19607925,7.802601814,258.7658691
Tue May 28 08:37:42 GMT+02:00 2019,37:41.1,11.16777931,43.4103166,22.07,8.576,258.5273438,112.7,0.20152283,-0.6066284,9.516312,-0.00875169,2534.5,77.2549057,81,30.19607925,7.802601814,258.5273438
Tue May 28 08:37:42 GMT+02:00 2019,37:41.2,11.16777931,43.4103166,22.07,8.576,258.5273438,112.7,0.031539917,-0.6760559,9.727005,0.011132603,2534.5,77.2549057,81,30.19607925,7.802601814,258.5273438
Tue May 28 08:37:42 GMT+02:00 2019,37:41.3,11.16777931,43.4103166,22.07,8.576,258.5273438,112.7,0.041122437,-0.6569061,9.825165,0.010571687,2534.5,77.2549057,81,30.19607925,7.802601814,258.5273438
Tue May 28 08:37:42 GMT+02:00 2019,37:41.4,11.16777931,43.4103166,22.07,8.576,258.5273438,112.7,0.021957397,-0.6114197,9.968811,0.037100613,2534.5,77.2549057,81,30.19607925,7.802601814,258.5273438
Tue May 28 08:37:42 GMT+02:00 2019,37:41.5,11.16777931,43.4103166,22.07,8.576,258.5273438,112.7,0.002807617,-0.5970459,9.037476,0.005649865,2534.5,77.2549057,81,30.19607925,7.802601814,258.5273438
Tue May 28 08:37:42 GMT+02:00 2019,37:41.6,11.16777931,43.4103166,22.07,8.576,258.5273438,112.7,0.19195557,-0.5491638,8.845932,-0.011868198,2534.5,77.2549057,81,27.84313774,7.802601814,258.5273438
